"region","index","alpha_frac","gamma_frac","delta_frac","omicron_frac","other_frac"
"Association of Bay Area Health Officers (ABAHO)",2021-09-11,0.00113122171945701,0,0.998303167420815,0.000565610859728507,0
"Greater Sacramento Region Health Officers",2021-09-11,0,0,0.99737876802097,0.00262123197903014,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-11,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-11,0,0,1,0,0
"Southern California Health Officers",2021-09-11,0,0.000315457413249211,0.998422712933754,0.000630914826498423,0.000630914826498423
"California",2021-09-11,0.0002798376941374,0.0001399188470687,0.998600811529313,0.000699594235343501,0.0002798376941374
"Association of Bay Area Health Officers (ABAHO)",2021-09-12,0.00123380629241209,0,0.998149290561382,0.000616903146206046,0
"Greater Sacramento Region Health Officers",2021-09-12,0,0,0.996969696969697,0.00303030303030303,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-12,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-12,0,0,1,0,0
"Southern California Health Officers",2021-09-12,0,0.000315756236185665,0.998421218819072,0.000947268708556994,0.000315756236185665
"California",2021-09-12,0.000291502696399942,0.000145751348199971,0.998542486518,0.000874508089199825,0.000145751348199971
"Association of Bay Area Health Officers (ABAHO)",2021-09-13,0.00116550116550117,0,0.997668997668998,0.00116550116550117,0
"Greater Sacramento Region Health Officers",2021-09-13,0,0,0.996259351620948,0.00374064837905237,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-13,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-13,0,0,1,0,0
"Southern California Health Officers",2021-09-13,0,0.000316455696202532,0.997784810126582,0.00158227848101266,0.000316455696202532
"California",2021-09-13,0.000265745415891576,0.000132872707945788,0.998139782088759,0.00132872707945788,0.000132872707945788
"Association of Bay Area Health Officers (ABAHO)",2021-09-14,0.00117785630153121,0,0.997644287396938,0.00117785630153121,0
"Greater Sacramento Region Health Officers",2021-09-14,0,0,0.995983935742972,0.00401606425702811,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-14,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-14,0,0,0.999312714776632,0,0.000687285223367698
"Southern California Health Officers",2021-09-14,0,0.000380952380952381,0.996952380952381,0.00228571428571429,0.000380952380952381
"California",2021-09-14,0.00029244041526539,0.000146220207632695,0.997660476677877,0.00160842228395964,0.00029244041526539
"Association of Bay Area Health Officers (ABAHO)",2021-09-15,0.000624609618988132,0,0.998126171143036,0.00124921923797626,0
"Greater Sacramento Region Health Officers",2021-09-15,0,0,0.99862258953168,0.00137741046831956,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-15,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-15,0,0,0.999192897497982,0,0.000807102502017756
"Southern California Health Officers",2021-09-15,0,0.000420521446593776,0.99663582842725,0.00252312867956266,0.000420521446593776
"California",2021-09-15,0.000160307790958641,0.000160307790958641,0.997915998717538,0.00144277011862777,0.000320615581917281
"Association of Bay Area Health Officers (ABAHO)",2021-09-16,0.000685871056241427,0.000685871056241427,0.997256515775034,0.00137174211248285,0
"Greater Sacramento Region Health Officers",2021-09-16,0,0,0.998556998556998,0.00144300144300144,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-16,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-16,0,0,0.999136442141623,0,0.000863557858376511
"Southern California Health Officers",2021-09-16,0,0,0.997737556561086,0.00226244343891403,0
"California",2021-09-16,0.000172176308539945,0.000172176308539945,0.998106060606061,0.00137741046831956,0.000172176308539945
"Association of Bay Area Health Officers (ABAHO)",2021-09-17,0,0.000715307582260372,0.998569384835479,0.000715307582260372,0
"Greater Sacramento Region Health Officers",2021-09-17,0,0,0.998550724637681,0.00144927536231884,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-17,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-17,0.000946073793755913,0,0.998107852412488,0,0.000946073793755913
"Southern California Health Officers",2021-09-17,0,0,0.997314234556849,0.0026857654431513,0
"California",2021-09-17,0.000177179305457123,0.000177179305457123,0.998051027639972,0.00141743444365698,0.000177179305457123
"Association of Bay Area Health Officers (ABAHO)",2021-09-18,0,0.00149700598802395,0.997754491017964,0.000748502994011976,0
"Greater Sacramento Region Health Officers",2021-09-18,0,0,0.998529411764706,0.00147058823529412,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-18,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-18,0.000975609756097561,0,0.998048780487805,0,0.000975609756097561
"Southern California Health Officers",2021-09-18,0,0,0.996783088235294,0.00229779411764706,0.000919117647058824
"California",2021-09-18,0.00018201674554059,0.000364033491081179,0.997633782307972,0.00127411721878413,0.000546050236621769
"Association of Bay Area Health Officers (ABAHO)",2021-09-19,0,0.00149253731343284,0.997761194029851,0.000746268656716418,0
"Greater Sacramento Region Health Officers",2021-09-19,0,0,0.998540145985401,0.00145985401459854,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-19,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-19,0.000969932104752667,0,0.998060135790495,0,0.000969932104752667
"Southern California Health Officers",2021-09-19,0,0,0.997250229147571,0.00183318056828598,0.000916590284142988
"California",2021-09-19,0.000181257930034439,0.000362515860068878,0.997824904839587,0.00108754758020663,0.000543773790103317
"Association of Bay Area Health Officers (ABAHO)",2021-09-20,0,0.00151171579743008,0.997732426303855,0,0.000755857898715042
"Greater Sacramento Region Health Officers",2021-09-20,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-20,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-20,0.00100502512562814,0,0.997989949748744,0,0.00100502512562814
"Southern California Health Officers",2021-09-20,0,0,0.99814126394052,0.000929368029739777,0.000929368029739777
"California",2021-09-20,0.000187160771102377,0.000374321542204754,0.998315553060079,0.000374321542204754,0.000748643084409508
"Association of Bay Area Health Officers (ABAHO)",2021-09-21,0,0.00149700598802395,0.997754491017964,0,0.000748502994011976
"Greater Sacramento Region Health Officers",2021-09-21,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-21,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-21,0.000953288846520496,0,0.999046711153479,0,0
"Southern California Health Officers",2021-09-21,0,0,0.998625114573785,0.000458295142071494,0.000916590284142988
"California",2021-09-21,0.000184128153194623,0.000368256306389247,0.998711102927638,0.000184128153194623,0.00055238445958387
"Association of Bay Area Health Officers (ABAHO)",2021-09-22,0,0.00149925037481259,0.997001499250375,0.000749625187406297,0.000749625187406297
"Greater Sacramento Region Health Officers",2021-09-22,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-22,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-22,0.000922509225092251,0,0.999077490774908,0,0
"Southern California Health Officers",2021-09-22,0,0,0.998570066730219,0.000476644423260248,0.000953288846520496
"California",2021-09-22,0.000184604024367731,0.000369208048735462,0.998523167805058,0.000369208048735462,0.000553812073103194
"Association of Bay Area Health Officers (ABAHO)",2021-09-23,0,0.000766871165644172,0.997699386503067,0.000766871165644172,0.000766871165644172
"Greater Sacramento Region Health Officers",2021-09-23,0,0,0.998456790123457,0.00154320987654321,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-23,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-23,0.000909090909090909,0,0.998181818181818,0.000909090909090909,0
"Southern California Health Officers",2021-09-23,0,0,0.998026640355205,0.000986679822397632,0.000986679822397632
"California",2021-09-23,0.000188893086513034,0.000188893086513034,0.99811106913487,0.000944465432565168,0.000566679259539101
"Association of Bay Area Health Officers (ABAHO)",2021-09-24,0,0.000786782061369001,0.997639653815893,0.000786782061369001,0.000786782061369001
"Greater Sacramento Region Health Officers",2021-09-24,0,0,0.99836867862969,0.00163132137030995,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-24,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-24,0,0,0.998136067101584,0.00186393289841566,0
"Southern California Health Officers",2021-09-24,0,0,0.998027613412229,0.000986193293885602,0.000986193293885602
"California",2021-09-24,0,0.000192826841496336,0.998071731585037,0.00115696104897802,0.000578480524489009
"Association of Bay Area Health Officers (ABAHO)",2021-09-25,0,0,0.998405103668262,0.000797448165869219,0.000797448165869219
"Greater Sacramento Region Health Officers",2021-09-25,0,0,0.998281786941581,0.00171821305841924,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-25,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-25,0,0,0.998203054806828,0.00179694519317161,0
"Southern California Health Officers",2021-09-25,0,0,0.999013320177602,0.000986679822397632,0
"California",2021-09-25,0,0,0.998636806231743,0.00116845180136319,0.000194741966893866
"Association of Bay Area Health Officers (ABAHO)",2021-09-26,0,0,0.99843137254902,0.000784313725490196,0.000784313725490196
"Greater Sacramento Region Health Officers",2021-09-26,0,0,0.998373983739837,0.0016260162601626,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-26,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-26,0,0,0.998217468805704,0.0017825311942959,0
"Southern California Health Officers",2021-09-26,0,0,0.998530132288094,0.00146986771190593,0
"California",2021-09-26,0,0,0.998467432950192,0.00134099616858238,0.000191570881226054
"Association of Bay Area Health Officers (ABAHO)",2021-09-27,0,0,0.999208860759494,0.000791139240506329,0
"Greater Sacramento Region Health Officers",2021-09-27,0,0,0.998496240601504,0.00150375939849624,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-27,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-27,0.00200400801603206,0,0.993987975951904,0.00400801603206413,0
"Southern California Health Officers",2021-09-27,0,0,0.997508719481814,0.00149476831091181,0.000996512207274539
"California",2021-09-27,0.000392156862745098,0,0.997450980392157,0.00176470588235294,0.000392156862745098
"Association of Bay Area Health Officers (ABAHO)",2021-09-28,0,0,0.999140154772141,0.000859845227858985,0
"Greater Sacramento Region Health Officers",2021-09-28,0,0,0.998432601880878,0.00156739811912226,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-28,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-28,0.00213219616204691,0,0.993603411513859,0.00426439232409382,0
"Southern California Health Officers",2021-09-28,0,0,0.996870109546166,0.00156494522691706,0.00156494522691706
"California",2021-09-28,0.000415023863872173,0,0.997094832952895,0.00186760738742478,0.000622535795808259
"Association of Bay Area Health Officers (ABAHO)",2021-09-29,0.000802568218298555,0,0.999197431781701,0,0
"Greater Sacramento Region Health Officers",2021-09-29,0,0,0.99859943977591,0.00140056022408964,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-29,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-29,0.00198807157057654,0,0.99403578528827,0.00397614314115308,0
"Southern California Health Officers",2021-09-29,0,0,0.996274614156466,0.00159659393294305,0.00212879191059074
"California",2021-09-29,0.000599520383693046,0,0.997002398081535,0.00159872102318145,0.000799360511590727
"Association of Bay Area Health Officers (ABAHO)",2021-09-30,0.000761614623000762,0,0.999238385376999,0,0
"Greater Sacramento Region Health Officers",2021-09-30,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-09-30,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-09-30,0.00193050193050193,0,0.995173745173745,0.0028957528957529,0
"Southern California Health Officers",2021-09-30,0,0,0.996850393700787,0.0010498687664042,0.0020997375328084
"California",2021-09-30,0.000576590428598885,0,0.997693638285604,0.000960984047664809,0.000768787238131847
"Association of Bay Area Health Officers (ABAHO)",2021-10-01,0.000785545954438335,0,0.999214454045562,0,0
"Greater Sacramento Region Health Officers",2021-10-01,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-01,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-01,0.00171821305841924,0,0.996563573883162,0.00171821305841924,0
"Southern California Health Officers",2021-10-01,0,0,0.997339010111762,0.000532197977647685,0.00212879191059074
"California",2021-10-01,0.000572519083969466,0,0.998091603053435,0.000572519083969466,0.000763358778625954
"Association of Bay Area Health Officers (ABAHO)",2021-10-02,0.00079428117553614,0,0.999205718824464,0,0
"Greater Sacramento Region Health Officers",2021-10-02,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-02,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-02,0.0017921146953405,0,0.996415770609319,0.0017921146953405,0
"Southern California Health Officers",2021-10-02,0,0,0.997306034482759,0.000538793103448276,0.0021551724137931
"California",2021-10-02,0.000580832526621491,0,0.998063891577928,0.000580832526621491,0.000774443368828654
"Association of Bay Area Health Officers (ABAHO)",2021-10-03,0.00078740157480315,0,0.999212598425197,0,0
"Greater Sacramento Region Health Officers",2021-10-03,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-03,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-03,0.0017683465959328,0,0.996463306808134,0.0017683465959328,0
"Southern California Health Officers",2021-10-03,0,0,0.997755331088664,0,0.00224466891133558
"California",2021-10-03,0.000589506779327962,0,0.998231479662016,0.000393004519551975,0.00078600903910395
"Association of Bay Area Health Officers (ABAHO)",2021-10-04,0.000796812749003984,0,0.999203187250996,0,0
"Greater Sacramento Region Health Officers",2021-10-04,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-04,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-04,0,0,1,0,0
"Southern California Health Officers",2021-10-04,0,0,0.998230088495575,0,0.00176991150442478
"California",2021-10-04,0.000196811651249754,0,0.999212753395001,0,0.000590434953749262
"Association of Bay Area Health Officers (ABAHO)",2021-10-05,0.000759301442672741,0,0.999240698557327,0,0
"Greater Sacramento Region Health Officers",2021-10-05,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-05,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-05,0,0,1,0,0
"Southern California Health Officers",2021-10-05,0,0,0.998794454490657,0,0.00120554550934298
"California",2021-10-05,0.000191828122002686,0,0.999424515633992,0,0.000383656244005371
"Association of Bay Area Health Officers (ABAHO)",2021-10-06,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-06,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-06,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-06,0,0,1,0,0
"Southern California Health Officers",2021-10-06,0,0,0.999417588817705,0,0.0005824111822947
"California",2021-10-06,0,0,0.999806163985268,0,0.000193836014731537
"Association of Bay Area Health Officers (ABAHO)",2021-10-07,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-07,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-07,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-07,0,0,1,0,0
"Southern California Health Officers",2021-10-07,0,0,0.998895637769188,0.000552181115405853,0.000552181115405853
"California",2021-10-07,0,0,0.999608687145373,0.000195656427313637,0.000195656427313637
"Association of Bay Area Health Officers (ABAHO)",2021-10-08,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-08,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-08,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-08,0,0,1,0,0
"Southern California Health Officers",2021-10-08,0,0,0.998880179171332,0.000559910414333707,0.000559910414333707
"California",2021-10-08,0,0,0.999589827727646,0.000205086136177194,0.000205086136177194
"Association of Bay Area Health Officers (ABAHO)",2021-10-09,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-09,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-09,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-09,0,0,1,0,0
"Southern California Health Officers",2021-10-09,0,0,0.998323085522638,0.00111794298490777,0.000558971492453885
"California",2021-10-09,0,0,0.999396013690356,0.000402657539762432,0.000201328769881216
"Association of Bay Area Health Officers (ABAHO)",2021-10-10,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-10,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-10,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-10,0,0,1,0,0
"Southern California Health Officers",2021-10-10,0,0,0.998342541436464,0.00110497237569061,0.000552486187845304
"California",2021-10-10,0,0,0.999400119976005,0.000399920015996801,0.0001999600079984
"Association of Bay Area Health Officers (ABAHO)",2021-10-11,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-11,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-11,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-11,0,0,1,0,0
"Southern California Health Officers",2021-10-11,0,0,0.99825479930192,0.00116346713205352,0.00058173356602676
"California",2021-10-11,0,0,0.999354422207876,0.000430385194749301,0.00021519259737465
"Association of Bay Area Health Officers (ABAHO)",2021-10-12,0,0,0.998977505112474,0.00102249488752556,0
"Greater Sacramento Region Health Officers",2021-10-12,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-12,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-12,0,0,0.999122036874451,0.000877963125548727,0
"Southern California Health Officers",2021-10-12,0,0,0.998434237995825,0.00104384133611691,0.000521920668058455
"California",2021-10-12,0,0,0.998928877463582,0.000856898029134533,0.000214224507283633
"Association of Bay Area Health Officers (ABAHO)",2021-10-13,0,0,0.998918918918919,0.00108108108108108,0
"Greater Sacramento Region Health Officers",2021-10-13,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-13,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-13,0,0,0.999096657633243,0.000903342366757001,0
"Southern California Health Officers",2021-10-13,0,0,0.998455995882656,0.00102933607822954,0.000514668039114771
"California",2021-10-13,0,0,0.998913515862668,0.000869187309865276,0.000217296827466319
"Association of Bay Area Health Officers (ABAHO)",2021-10-14,0,0,0.998922413793103,0.00107758620689655,0
"Greater Sacramento Region Health Officers",2021-10-14,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-14,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-14,0,0,0.999074930619796,0.000925069380203515,0
"Southern California Health Officers",2021-10-14,0,0,0.998439937597504,0.00104004160166407,0.000520020800832033
"California",2021-10-14,0,0,0.998917045700671,0.000866363439462855,0.000216590859865714
"Association of Bay Area Health Officers (ABAHO)",2021-10-15,0,0,0.998984771573604,0.00101522842639594,0
"Greater Sacramento Region Health Officers",2021-10-15,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-15,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-15,0,0,0.999131190269331,0.000868809730668984,0
"Southern California Health Officers",2021-10-15,0,0,0.998493219487695,0.00100452034153692,0.000502260170768458
"California",2021-10-15,0,0,0.998970769864142,0.000823384108686702,0.000205846027171676
"Association of Bay Area Health Officers (ABAHO)",2021-10-16,0,0,0.998976458546571,0.00102354145342886,0
"Greater Sacramento Region Health Officers",2021-10-16,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-16,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-16,0,0,0.999118165784832,0.000881834215167548,0
"Southern California Health Officers",2021-10-16,0,0,0.9985,0.001,5e-04
"California",2021-10-16,0,0,0.998960931005819,0.000831255195344971,0.000207813798836243
"Association of Bay Area Health Officers (ABAHO)",2021-10-17,0,0,0.998976458546571,0.00102354145342886,0
"Greater Sacramento Region Health Officers",2021-10-17,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-17,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-17,0,0,0.999076638965836,0.000923361034164358,0
"Southern California Health Officers",2021-10-17,0,0,0.998511904761905,0.000992063492063492,0.000496031746031746
"California",2021-10-17,0,0,0.998947589981057,0.000841928015154704,0.000210482003788676
"Association of Bay Area Health Officers (ABAHO)",2021-10-18,0,0,0.998998998998999,0.001001001001001,0
"Greater Sacramento Region Health Officers",2021-10-18,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-18,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-18,0,0,0.999178981937603,0.000821018062397373,0
"Southern California Health Officers",2021-10-18,0,0,0.999085505258345,0.000914494741655235,0
"California",2021-10-18,0,0,0.999229732331985,0.000770267668014635,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-19,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-19,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-19,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-19,0,0,1,0,0
"Southern California Health Officers",2021-10-19,0,0,0.999068033550792,0.000931966449207829,0
"California",2021-10-19,0,0,0.999627699180938,0.000372300819061802,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-20,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-20,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-20,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-20,0,0,1,0,0
"Southern California Health Officers",2021-10-20,0,0,0.998606595448212,0.0013934045517882,0
"California",2021-10-20,0,0,0.999463135289907,0.000536864710093057,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-21,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-21,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-21,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-21,0,0,1,0,0
"Southern California Health Officers",2021-10-21,0,0,0.999108734402852,0.00089126559714795,0
"California",2021-10-21,0,0,0.999653259361997,0.000346740638002774,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-22,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-22,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-22,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-22,0,0,1,0,0
"Southern California Health Officers",2021-10-22,0,0,0.99911777679753,0.000882223202470225,0
"California",2021-10-22,0,0,0.999648258881463,0.000351741118536757,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-23,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-23,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-23,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-23,0,0,0.999267399267399,0.000732600732600733,0
"Southern California Health Officers",2021-10-23,0,0,0.999571917808219,0.000428082191780822,0
"California",2021-10-23,0,0,0.999652898299202,0.000347101700798334,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-24,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-24,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-24,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-24,0,0,0.999305555555556,0.000694444444444445,0
"Southern California Health Officers",2021-10-24,0,0,0.999589659417316,0.000410340582683627,0
"California",2021-10-24,0,0,0.9996632996633,0.000336700336700337,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-25,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-25,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-25,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-25,0,0,0.998688524590164,0.00131147540983607,0
"Southern California Health Officers",2021-10-25,0,0,0.999239543726236,0.000760456273764259,0
"California",2021-10-25,0,0,0.999368587213891,0.000631412786108919,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-26,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-26,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-26,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-26,0,0,0.998737373737374,0.00126262626262626,0
"Southern California Health Officers",2021-10-26,0,0,0.999263622974963,0.000736377025036819,0
"California",2021-10-26,0,0,0.999392466585662,0.000607533414337789,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-27,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-27,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-27,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-27,0,0,0.998840579710145,0.00115942028985507,0
"Southern California Health Officers",2021-10-27,0,0,0.999646518204312,0.000353481795687522,0
"California",2021-10-27,0,0,0.999568655643422,0.000431344356578001,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-28,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-28,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-28,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-28,0,0,0.998833819241982,0.00116618075801749,0
"Southern California Health Officers",2021-10-28,0,0,0.999651324965133,0.000348675034867504,0
"California",2021-10-28,0,0,0.999566912083153,0.00043308791684712,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-29,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-29,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-29,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-29,0,0,0.997683844817603,0.00231615518239722,0
"Southern California Health Officers",2021-10-29,0,0,0.999658002735978,0.000341997264021888,0
"California",2021-10-29,0,0,0.999282948515703,0.000717051484296573,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-30,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-30,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-30,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-30,0,0,0.998346196251378,0.00165380374862183,0
"Southern California Health Officers",2021-10-30,0,0,0.999320882852292,0.00067911714770798,0
"California",2021-10-30,0,0,0.9992968640135,0.000703135986499789,0
"Association of Bay Area Health Officers (ABAHO)",2021-10-31,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-10-31,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-10-31,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-10-31,0,0,0.998325892857143,0.00167410714285714,0
"Southern California Health Officers",2021-10-31,0,0,0.999320652173913,0.000679347826086957,0
"California",2021-10-31,0,0,0.999297752808989,0.000702247191011236,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-01,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-01,0,0,1,0,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-01,0,0,1,0,0
"San Joaquin Valley Consortium (SJVC)",2021-11-01,0,0,0.99889012208657,0.00110987791342952,0
"Southern California Health Officers",2021-11-01,0,0,0.999668325041459,0.00033167495854063,0
"California",2021-11-01,0,0,0.999583275454924,0.000416724545075705,0
"Association of Bay Area Health Officers (ABAHO)",2021-11-02,0,0,1,0,0
"Greater Sacramento Region Health Officers",2021-11-02,0,0,0.998798076923077,0.00120192307692308,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-11-02,0,0,1,0,0
